,shortName,sector,industry,country,market,2022-07-18 00:00:00,2022-07-19 00:00:00,2022-07-20 00:00:00,2022-07-21 00:00:00,2022-07-22 00:00:00,2022-07-25 00:00:00,2022-07-26 00:00:00,2022-07-27 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,2022-08-01 00:00:00,2022-08-02 00:00:00,2022-08-03 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,2022-08-08 00:00:00,2022-08-09 00:00:00,2022-08-10 00:00:00,2022-08-11 00:00:00,2022-08-12 00:00:00,2022-08-15 00:00:00,2022-08-16 00:00:00,2022-08-17 00:00:00,2022-08-18 00:00:00
43,D/S Norden,Industrials,Marine Shipping,Denmark,dk_market,292.79998779296875,293.6000061035156,295.0,293.6000061035156,297.3999938964844,291.6000061035156,295.79998779296875,307.0,325.79998779296875,316.3999938964844,331.0,323.3999938964844,322.6000061035156,327.20001220703125,330.0,330.79998779296875,336.0,348.6000061035156,354.6000061035156,340.20001220703125,335.79998779296875,358.0,356.20001220703125,425.6000061035156
44,Bruush Oral Care Inc.,Consumer Defensive,Household & Personal Products,Canada,us_market,,,,,,,,,,,,,,2.380000114440918,2.25,2.549999952316284,2.5199999809265137,2.180000066757202,2.0299999713897705,1.850000023841858,1.909999966621399,2.000999927520752,1.9700000286102295,
45,"Embark Technology, Inc.",Technology,Software—Application,United States,us_market,0.39800000190734863,0.4180000126361847,0.46399998664855957,0.4300000071525574,0.38499999046325684,0.38999998569488525,0.36000001430511475,0.38999998569488525,0.41499999165534973,0.4560000002384186,0.4300000071525574,0.5180000066757202,0.515999972820282,0.5299999713897705,0.5699999928474426,0.5410000085830688,0.503000020980835,0.5799999833106995,0.5789999961853027,1.0700000524520874,0.7319999933242798,0.828000009059906,13.1899995803833,
46,Crescent Energy Company,Energy,Oil & Gas E&P,United States,us_market,12.949999809265137,13.460000038146973,13.59000015258789,13.34000015258789,13.0,13.859999656677246,13.75,14.199999809265137,14.329999923706055,14.600000381469727,13.829999923706055,13.75,13.130000114440918,12.960000038146973,13.619999885559082,13.569999694824219,13.630000114440918,14.430000305175781,15.739999771118164,16.43000030517578,15.9399995803833,16.440000534057617,17.59000015258789,
47,"Cisco Systems, Inc.",Technology,Communication Equipment,United States,us_market,42.599998474121094,44.029998779296875,44.130001068115234,44.58000183105469,44.459999084472656,44.34000015258789,43.83000183105469,44.63999938964844,45.619998931884766,45.369998931884766,45.279998779296875,44.91999816894531,45.709999084472656,45.380001068115234,45.0099983215332,45.02000045776367,44.91999816894531,46.02000045776367,45.900001525878906,46.61000061035156,46.59000015258789,46.77000045776367,46.65999984741211,
48,"BlackLine, Inc.",Technology,Software—Application,United States,us_market,61.380001068115234,61.83000183105469,65.02999877929688,67.70999908447266,65.3499984741211,64.05999755859375,61.619998931884766,63.459999084472656,63.40999984741211,63.220001220703125,63.33000183105469,64.33999633789062,66.93000030517578,67.62000274658203,67.2699966430664,66.5,65.38999938964844,69.87000274658203,67.91999816894531,69.76000213623047,70.16999816894531,69.11000061035156,74.3499984741211,
49,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,United States,us_market,4.059999942779541,4.090000152587891,4.369999885559082,4.360000133514404,4.050000190734863,4.130000114440918,4.099999904632568,4.28000020980835,4.550000190734863,4.670000076293945,4.730000019073486,4.71999979019165,5.150000095367432,5.449999809265137,5.340000152587891,5.449999809265137,5.440000057220459,5.789999961853027,5.860000133514404,7.099999904632568,6.610000133514404,6.610000133514404,6.019999980926514,
50,"SoFi Technologies, Inc.",Financial Services,Credit Services,United States,us_market,6.349999904632568,6.619999885559082,6.96999979019165,7.039999961853027,6.619999885559082,6.460000038146973,6.139999866485596,6.440000057220459,6.300000190734863,6.309999942779541,6.360000133514404,6.409999847412109,8.229999542236328,8.229999542236328,7.960000038146973,7.980000019073486,7.389999866485596,7.809999942779541,7.420000076293945,7.650000095367432,7.619999885559082,7.579999923706055,6.880000114440918,
51,"Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,us_market,81.43000030517578,85.87999725341797,89.43000030517578,91.08999633789062,88.0999984741211,87.54000091552734,85.25,89.81999969482422,91.66999816894531,94.47000122070312,96.77999877929688,99.29000091552734,98.08999633789062,103.91000366210938,102.30999755859375,100.06999969482422,95.54000091552734,99.05000305175781,98.12000274658203,100.83000183105469,101.01000213623047,100.19999694824219,98.2699966430664,
52,Enovix Corporation,Industrials,Electrical Equipment & Parts,United States,us_market,10.40999984741211,11.170000076293945,11.510000228881836,11.34000015258789,10.779999732971191,10.670000076293945,10.180000305175781,10.979999542236328,11.859999656677246,13.319999694824219,13.5,13.329999923706055,13.510000228881836,13.880000114440918,14.40999984741211,13.699999809265137,14.40999984741211,16.149999618530273,21.1299991607666,22.75,24.829999923706055,24.959999084472656,21.40999984741211,
53,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,United States,us_market,2.9800000190734863,3.2200000286102295,3.1600000858306885,3.200000047683716,2.9200000762939453,2.7799999713897705,2.609999895095825,2.7899999618530273,2.8399999141693115,2.859999895095825,2.869999885559082,3.0,3.059999942779541,3.009999990463257,3.069999933242798,3.240000009536743,3.130000114440918,3.130000114440918,3.4000000953674316,3.630000114440918,3.490000009536743,3.740000009536743,3.259999990463257,
